CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Combined_Pollutant,AQI_Category
1.4,-200.0,5.7,225.0,78.0,1018.0,800.0,821.0,1185.0,956.0,8.7,84.2,0.9526,79.4,Hazardous
2.0,-200.0,9.8,325.0,90.0,1129.0,971.0,707.0,1315.0,1064.0,8.7,83.7,0.9454,92.0,Hazardous
1.8,-200.0,7.3,182.0,94.0,1117.0,871.0,781.0,1320.0,986.0,17.3,57.0,1.1137,95.8,Hazardous
1.9,-200.0,7.3,197.0,98.0,1114.0,872.0,857.0,1310.0,991.0,16.8,58.7,1.1109,99.9,Hazardous
1.4,-200.0,4.6,149.0,87.0,1022.0,744.0,1224.0,1210.0,847.0,16.5,59.2,1.1021,88.4,Hazardous
1.2,-200.0,4.0,124.0,78.0,996.0,710.0,1699.0,1182.0,783.0,16.3,59.7,1.0941,79.2,Hazardous
1.0,-200.0,3.9,105.0,69.0,1002.0,704.0,1472.0,1202.0,752.0,16.0,61.6,1.1127,70.0,Hazardous
1.2,-200.0,3.6,109.0,67.0,1032.0,688.0,1514.0,1200.0,737.0,15.6,66.6,1.1763,68.2,Hazardous
1.4,-200.0,5.1,169.0,81.0,1052.0,766.0,1031.0,1302.0,796.0,13.8,80.4,1.2621,82.4,Hazardous
1.2,-200.0,4.5,124.0,75.0,1014.0,737.0,1509.0,1288.0,765.0,13.2,84.4,1.2779,76.2,Hazardous
0.6,-200.0,1.2,50.0,42.0,878.0,518.0,1294.0,1149.0,539.0,13.8,81.3,1.2767,42.6,Hazardous
0.6,-200.0,1.4,47.0,38.0,840.0,534.0,1268.0,1109.0,483.0,13.6,75.5,1.172,38.6,Very Unhealthy
0.7,-200.0,1.9,110.0,64.0,879.0,575.0,1262.0,1111.0,537.0,11.5,81.4,1.1025,64.7,Hazardous
1.1,-200.0,3.6,193.0,86.0,999.0,690.0,1027.0,1192.0,707.0,11.8,80.7,1.1181,87.1,Hazardous
1.3,-200.0,3.8,157.0,94.0,886.0,699.0,1900.0,1106.0,766.0,10.1,75.3,0.9322,95.3,Hazardous
1.2,-200.0,3.8,117.0,76.0,900.0,701.0,1955.0,1127.0,749.0,9.1,80.0,0.9299,77.2,Hazardous
0.6,-200.0,2.5,100.0,63.0,844.0,618.0,2095.0,1064.0,757.0,8.3,80.4,0.8861,63.6,Hazardous
0.9,-200.0,3.3,135.0,74.0,927.0,671.0,2009.0,1098.0,792.0,8.9,79.2,0.9067,74.9,Hazardous
1.4,-200.0,7.0,301.0,96.0,1007.0,857.0,1699.0,1248.0,921.0,8.7,80.8,0.9096,97.4,Hazardous
1.9,-200.0,5.5,223.0,96.0,975.0,787.0,1812.0,1238.0,844.0,11.7,77.8,1.0689,97.9,Hazardous
1.6,-200.0,5.7,180.0,86.0,987.0,796.0,1789.0,1254.0,830.0,11.7,78.6,1.0813,87.6,Hazardous
0.9,-200.0,2.9,131.0,70.0,889.0,646.0,2047.0,1163.0,743.0,12.0,77.4,1.0825,70.9,Hazardous
0.7,-200.0,2.4,101.0,59.0,880.0,610.0,2095.0,1150.0,711.0,12.0,78.0,1.094,59.7,Hazardous
0.9,-200.0,4.0,189.0,74.0,919.0,711.0,1667.0,1195.0,819.0,12.4,75.3,1.0813,74.9,Hazardous
1.4,-200.0,7.2,336.0,89.0,1073.0,867.0,768.0,1329.0,981.0,12.5,76.4,1.1021,90.4,Hazardous
2.1,-200.0,9.4,308.0,86.0,1165.0,957.0,661.0,1452.0,979.0,14.1,84.1,1.3461,88.1,Hazardous
1.1,-200.0,3.8,133.0,80.0,986.0,700.0,883.0,1249.0,768.0,14.0,84.1,1.3389,81.1,Hazardous
0.7,-200.0,2.5,103.0,74.0,930.0,623.0,975.0,1215.0,720.0,13.9,85.1,1.3449,74.7,Hazardous
0.9,-200.0,4.0,178.0,82.0,988.0,709.0,897.0,1267.0,785.0,13.8,85.5,1.3469,82.9,Hazardous
1.5,-200.0,7.0,289.0,96.0,1094.0,857.0,739.0,1378.0,903.0,13.8,85.3,1.3412,97.5,Hazardous
3.5,-200.0,13.7,577.0,94.0,1257.0,1108.0,592.0,1520.0,1287.0,12.6,78.4,1.1419,97.5,Hazardous
2.9,-200.0,11.0,451.0,90.0,1166.0,1013.0,643.0,1408.0,1144.0,12.1,79.4,1.1201,92.9,Hazardous
1.7,-200.0,6.8,277.0,71.0,1032.0,848.0,751.0,1266.0,972.0,11.4,81.1,1.0928,72.7,Hazardous
1.7,-200.0,7.4,291.0,66.0,1034.0,876.0,740.0,1305.0,968.0,11.5,81.7,1.1033,67.7,Hazardous
1.3,-200.0,6.2,277.0,70.0,1024.0,822.0,800.0,1266.0,954.0,12.4,77.1,1.1072,71.3,Hazardous
2.8,-200.0,13.7,510.0,90.0,1243.0,1108.0,595.0,1539.0,1201.0,12.3,79.0,1.1293,92.8,Hazardous
1.5,-200.0,6.5,260.0,94.0,1015.0,835.0,796.0,1263.0,911.0,12.4,80.1,1.1462,95.5,Hazardous
1.9,-200.0,5.6,235.0,93.0,1054.0,794.0,830.0,1282.0,887.0,13.5,78.3,1.2097,94.9,Hazardous
1.2,-200.0,3.4,180.0,96.0,887.0,679.0,969.0,1132.0,786.0,12.3,71.2,1.0175,97.2,Hazardous
1.0,-200.0,2.8,148.0,81.0,862.0,639.0,1033.0,1100.0,727.0,12.3,67.5,0.9624,82.0,Hazardous
0.8,-200.0,2.0,106.0,70.0,821.0,584.0,1132.0,1070.0,686.0,12.7,65.6,0.9566,70.8,Hazardous
0.6,-200.0,1.5,87.0,60.0,797.0,543.0,1235.0,1047.0,648.0,12.5,65.9,0.9533,60.6,Hazardous
0.7,-200.0,1.4,96.0,63.0,802.0,538.0,1237.0,1042.0,645.0,12.4,65.4,0.9426,63.7,Hazardous
0.8,-200.0,1.9,120.0,68.0,848.0,578.0,1160.0,1068.0,679.0,13.2,62.5,0.943,68.8,Hazardous
0.9,-200.0,2.4,130.0,68.0,863.0,610.0,1088.0,1086.0,696.0,13.1,62.4,0.9366,68.9,Hazardous
1.0,-200.0,3.1,140.0,66.0,889.0,661.0,1001.0,1115.0,735.0,12.9,64.7,0.9564,67.0,Hazardous
1.3,-200.0,4.4,176.0,72.0,969.0,733.0,901.0,1191.0,803.0,13.0,67.6,1.009,73.3,Hazardous
1.7,-200.0,5.6,209.0,81.0,1013.0,795.0,826.0,1257.0,848.0,13.0,69.7,1.0403,82.7,Hazardous
2.4,-200.0,6.7,309.0,89.0,1100.0,842.0,774.0,1296.0,882.0,12.0,80.0,1.1167,91.4,Hazardous
1.7,-200.0,5.5,226.0,85.0,1019.0,788.0,828.0,1267.0,812.0,11.4,83.7,1.1278,86.7,Hazardous
1.8,-200.0,7.7,246.0,86.0,1061.0,887.0,745.0,1367.0,889.0,12.0,80.8,1.1264,87.8,Hazardous
1.5,-200.0,3.7,208.0,83.0,940.0,692.0,934.0,1177.0,749.0,11.5,81.0,1.101,84.5,Hazardous
1.1,-200.0,2.8,154.0,77.0,904.0,640.0,1022.0,1152.0,682.0,11.3,81.0,1.0851,78.1,Hazardous
2.4,-200.0,8.9,275.0,93.0,1120.0,935.0,744.0,1385.0,922.0,12.0,78.4,1.0954,95.4,Hazardous
1.5,-200.0,4.4,237.0,90.0,971.0,734.0,905.0,1187.0,808.0,12.5,71.9,1.0351,91.5,Hazardous
1.7,-200.0,4.4,225.0,93.0,965.0,733.0,909.0,1173.0,790.0,12.6,70.5,1.0239,94.7,Hazardous
1.0,-200.0,2.8,143.0,72.0,873.0,641.0,1025.0,1120.0,685.0,12.5,69.1,1.0003,73.0,Hazardous
1.0,-200.0,3.3,146.0,73.0,892.0,672.0,1012.0,1111.0,706.0,13.1,64.3,0.9628,74.0,Hazardous
1.0,-200.0,2.3,115.0,64.0,857.0,605.0,1094.0,1071.0,636.0,13.2,62.9,0.9517,65.0,Hazardous
0.9,-200.0,3.2,125.0,66.0,901.0,662.0,1034.0,1127.0,678.0,13.3,63.6,0.9673,66.9,Hazardous
1.1,-200.0,3.1,150.0,71.0,901.0,661.0,1022.0,1124.0,714.0,13.3,65.3,0.9948,72.1,Hazardous
0.6,-200.0,1.7,78.0,54.0,857.0,562.0,1140.0,1130.0,646.0,11.9,79.6,1.1043,54.6,Hazardous
0.7,-200.0,2.3,108.0,58.0,881.0,602.0,1034.0,1157.0,685.0,11.8,81.4,1.1238,58.7,Hazardous
0.9,-200.0,3.8,181.0,72.0,913.0,701.0,926.0,1219.0,750.0,12.0,80.1,1.1231,72.9,Hazardous
1.3,-200.0,6.1,302.0,89.0,1012.0,817.0,819.0,1314.0,878.0,12.2,78.8,1.1178,90.3,Hazardous
1.7,-200.0,7.3,245.0,87.0,1001.0,871.0,806.0,1264.0,1071.0,16.6,58.5,1.0963,88.7,Hazardous
1.5,-200.0,5.8,236.0,79.0,1014.0,804.0,871.0,1233.0,994.0,14.6,64.7,1.0677,80.5,Hazardous
1.4,-200.0,5.1,191.0,74.0,966.0,770.0,900.0,1206.0,956.0,14.0,66.1,1.05,75.4,Hazardous
1.4,-200.0,5.5,273.0,75.0,987.0,786.0,901.0,1220.0,936.0,13.0,69.4,1.0364,76.4,Hazardous
1.1,-200.0,3.5,211.0,70.0,888.0,680.0,985.0,1138.0,826.0,13.1,67.4,1.0101,71.1,Hazardous
0.6,-200.0,2.3,126.0,63.0,857.0,604.0,1126.0,1091.0,740.0,12.4,68.3,0.9801,63.6,Hazardous
0.8,-200.0,2.8,146.0,67.0,886.0,641.0,1082.0,1098.0,783.0,14.1,60.6,0.9715,67.8,Hazardous
1.0,-200.0,4.3,243.0,71.0,964.0,730.0,985.0,1146.0,891.0,12.9,64.2,0.9506,72.0,Hazardous
1.8,-200.0,7.7,244.0,92.0,1111.0,887.0,720.0,1262.0,1132.0,14.6,60.6,1.0033,93.8,Hazardous
1.7,-200.0,7.0,194.0,84.0,1092.0,855.0,750.0,1231.0,1061.0,15.0,59.3,1.0045,85.7,Hazardous
1.9,-200.0,7.0,176.0,81.0,1111.0,856.0,746.0,1254.0,1036.0,14.7,60.3,1.0031,82.9,Hazardous
1.4,-200.0,4.4,170.0,77.0,992.0,731.0,1035.0,1149.0,911.0,15.3,59.1,1.0191,78.4,Hazardous
1.7,-200.0,7.9,212.0,75.0,1080.0,896.0,1075.0,1262.0,1033.0,11.6,72.5,0.9916,76.7,Hazardous
1.0,-200.0,3.1,146.0,69.0,893.0,655.0,990.0,1097.0,816.0,12.0,71.9,1.003,70.0,Hazardous
0.9,-200.0,3.2,177.0,67.0,923.0,664.0,988.0,1121.0,822.0,11.8,71.8,0.9909,67.9,Hazardous
1.0,-200.0,4.0,172.0,68.0,950.0,713.0,917.0,1139.0,841.0,11.8,71.4,0.9864,69.0,Hazardous
1.0,-200.0,3.2,159.0,68.0,947.0,666.0,985.0,1115.0,795.0,12.8,66.3,0.9804,69.0,Hazardous
1.1,-200.0,4.0,184.0,69.0,973.0,712.0,923.0,1157.0,831.0,13.2,65.2,0.9841,70.1,Hazardous
1.7,-200.0,7.6,310.0,81.0,1111.0,884.0,751.0,1280.0,1025.0,13.1,66.2,0.9933,82.7,Hazardous
2.3,-200.0,9.8,363.0,95.0,1206.0,969.0,701.0,1365.0,1178.0,14.3,63.3,1.0266,97.3,Hazardous
2.1,-200.0,9.5,302.0,92.0,1202.0,958.0,732.0,1330.0,1181.0,16.0,58.1,1.0482,94.1,Hazardous
1.2,-200.0,4.6,179.0,82.0,997.0,742.0,911.0,1180.0,899.0,16.7,54.7,1.0311,83.2,Hazardous
1.4,-200.0,5.5,221.0,96.0,1049.0,790.0,870.0,1183.0,1019.0,15.4,58.9,1.02,97.4,Hazardous
1.0,-200.0,2.9,134.0,83.0,926.0,649.0,1035.0,1145.0,741.0,14.9,65.7,1.105,84.0,Hazardous
0.8,-200.0,2.0,94.0,66.0,873.0,583.0,1155.0,1108.0,642.0,14.7,67.3,1.1177,66.8,Hazardous
0.4,-200.0,0.7,33.0,30.0,803.0,466.0,1451.0,1034.0,449.0,14.8,65.5,1.0965,30.4,Very Unhealthy
0.4,-200.0,0.7,33.0,29.0,818.0,463.0,1509.0,1046.0,437.0,14.4,68.5,1.1158,29.4,Very Unhealthy
0.4,-200.0,0.8,57.0,41.0,814.0,482.0,1426.0,1027.0,457.0,14.5,62.9,1.0335,41.4,Hazardous
0.6,-200.0,1.3,112.0,63.0,832.0,530.0,1346.0,1027.0,512.0,14.6,56.7,0.9358,63.6,Hazardous
1.8,-200.0,7.1,265.0,95.0,1010.0,863.0,915.0,1257.0,886.0,15.2,51.0,0.8762,96.8,Hazardous
0.8,-200.0,2.0,105.0,66.0,792.0,583.0,1972.0,946.0,517.0,12.3,48.7,0.6931,66.8,Hazardous
0.7,-200.0,1.8,88.0,57.0,808.0,572.0,1729.0,954.0,468.0,12.0,51.2,0.7179,57.7,Hazardous
0.6,-200.0,1.9,92.0,58.0,814.0,574.0,1613.0,965.0,461.0,11.9,54.6,0.7589,58.6,Hazardous
0.7,-200.0,2.7,88.0,59.0,827.0,636.0,1485.0,980.0,483.0,13.7,45.0,0.6991,59.7,Hazardous
0.7,-200.0,2.7,90.0,60.0,801.0,633.0,1489.0,940.0,482.0,14.7,37.5,0.622,60.7,Hazardous
0.3,-200.0,0.5,31.0,27.0,709.0,437.0,2559.0,787.0,324.0,12.0,37.3,0.5239,27.3,Very Unhealthy
0.4,-200.0,0.8,51.0,39.0,734.0,478.0,2294.0,805.0,378.0,11.7,38.1,0.5223,39.4,Very Unhealthy
0.5,-200.0,1.4,100.0,63.0,770.0,533.0,2683.0,839.0,480.0,11.5,38.0,0.5159,63.5,Hazardous
1.0,-200.0,3.4,162.0,99.0,792.0,674.0,1122.0,810.0,670.0,12.6,23.4,0.3408,100.0,Hazardous
0.8,-200.0,2.7,111.0,83.0,834.0,632.0,1102.0,871.0,746.0,11.5,34.2,0.4621,83.8,Hazardous
0.8,-200.0,2.4,104.0,76.0,860.0,616.0,1105.0,873.0,754.0,10.5,37.8,0.4799,76.8,Hazardous
1.7,-200.0,5.8,199.0,95.0,955.0,804.0,843.0,1017.0,1007.0,5.6,61.6,0.5656,96.7,Hazardous
1.5,-200.0,7.0,177.0,81.0,975.0,859.0,777.0,1043.0,1019.0,4.2,69.0,0.5737,82.5,Hazardous
1.3,-200.0,4.0,206.0,95.0,909.0,709.0,936.0,953.0,921.0,4.8,64.6,0.563,96.3,Hazardous
1.8,-200.0,5.9,213.0,90.0,995.0,807.0,978.0,1056.0,1044.0,6.7,64.6,0.6381,91.8,Hazardous
0.7,-200.0,1.8,91.0,64.0,868.0,567.0,1238.0,919.0,823.0,6.4,63.3,0.6123,64.7,Hazardous
0.9,-200.0,3.1,178.0,81.0,921.0,655.0,1001.0,972.0,908.0,6.4,64.4,0.6204,81.9,Hazardous
1.9,-200.0,8.2,377.0,97.0,1066.0,907.0,728.0,1174.0,1122.0,6.9,76.1,0.759,98.9,Hazardous
0.8,-200.0,3.2,165.0,74.0,895.0,663.0,977.0,1007.0,866.0,6.8,75.4,0.7475,74.8,Hazardous
0.7,-200.0,3.0,145.0,68.0,885.0,655.0,996.0,1015.0,848.0,6.6,75.3,0.7378,68.7,Hazardous
1.1,-200.0,5.4,282.0,92.0,964.0,784.0,824.0,1080.0,959.0,6.0,77.3,0.7262,93.1,Hazardous
2.3,-200.0,-200.0,352.0,96.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,98.3,Hazardous
1.7,-200.0,-200.0,299.0,87.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,88.7,Hazardous
0.7,-200.0,-200.0,103.0,61.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,61.7,Hazardous
0.8,-200.0,-200.0,133.0,61.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,61.8,Hazardous
1.0,-200.0,-200.0,244.0,82.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,83.0,Hazardous
1.2,-200.0,-200.0,222.0,83.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,84.2,Hazardous
1.7,-200.0,-200.0,242.0,96.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,97.7,Hazardous
1.6,-200.0,-200.0,224.0,92.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,93.6,Hazardous
1.0,-200.0,-200.0,149.0,74.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,75.0,Hazardous
1.0,-200.0,-200.0,212.0,81.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,82.0,Hazardous
1.0,-200.0,4.2,153.0,86.0,1034.0,719.0,858.0,1189.0,845.0,11.8,76.3,1.0547,87.0,Hazardous
1.3,-200.0,6.1,215.0,90.0,1065.0,816.0,777.0,1245.0,873.0,10.8,80.0,1.0367,91.3,Hazardous
1.0,-200.0,5.2,206.0,89.0,988.0,774.0,842.0,1189.0,841.0,10.4,77.3,0.9709,90.0,Hazardous
1.1,-200.0,5.4,225.0,96.0,986.0,785.0,842.0,1173.0,853.0,10.0,76.2,0.9332,97.1,Hazardous
1.0,-200.0,3.9,183.0,92.0,781.0,704.0,1062.0,842.0,594.0,16.6,19.9,0.3728,93.0,Hazardous
0.8,-200.0,3.8,140.0,78.0,759.0,699.0,1223.0,799.0,501.0,15.9,18.2,0.3255,78.8,Hazardous
0.8,-200.0,3.3,133.0,68.0,722.0,671.0,1596.0,737.0,448.0,14.3,18.4,0.2991,68.8,Hazardous
0.6,-200.0,2.4,115.0,64.0,699.0,613.0,1731.0,682.0,387.0,15.0,16.3,0.2749,64.6,Hazardous
0.9,-200.0,3.6,157.0,80.0,755.0,690.0,1653.0,750.0,467.0,14.9,17.1,0.2875,80.9,Hazardous
0.8,-200.0,3.5,149.0,81.0,746.0,684.0,1301.0,764.0,484.0,13.2,18.8,0.2837,81.8,Hazardous
1.0,-200.0,3.0,126.0,79.0,840.0,649.0,1044.0,869.0,799.0,3.3,53.5,0.418,80.0,Hazardous
0.8,-200.0,2.4,83.0,62.0,848.0,612.0,1169.0,852.0,703.0,4.8,49.9,0.4325,62.8,Hazardous
0.7,-200.0,3.1,156.0,85.0,828.0,660.0,1078.0,881.0,781.0,2.2,60.1,0.4361,85.7,Hazardous
1.0,-200.0,3.2,186.0,99.0,868.0,665.0,1067.0,865.0,800.0,3.2,55.7,0.4344,100.0,Hazardous
1.2,-200.0,2.8,104.0,83.0,938.0,639.0,1020.0,1059.0,777.0,9.7,70.9,0.8539,84.2,Hazardous
0.8,-200.0,1.4,69.0,60.0,839.0,536.0,1229.0,970.0,600.0,9.3,65.9,0.7757,60.8,Hazardous
0.6,-200.0,0.8,41.0,37.0,784.0,479.0,1365.0,905.0,477.0,8.8,62.9,0.7154,37.6,Very Unhealthy
0.6,-200.0,0.7,46.0,39.0,779.0,466.0,1393.0,881.0,454.0,8.6,58.8,0.6603,39.6,Very Unhealthy
1.0,-200.0,2.6,118.0,70.0,883.0,625.0,1069.0,997.0,630.0,9.2,55.9,0.6521,71.0,Hazardous
2.3,-200.0,3.9,162.0,93.0,857.0,708.0,972.0,983.0,581.0,9.7,49.8,0.5998,95.3,Hazardous
2.2,-200.0,3.8,152.0,89.0,838.0,699.0,1015.0,944.0,546.0,9.4,44.9,0.5296,91.2,Hazardous
0.5,-200.0,0.7,63.0,53.0,691.0,471.0,1552.0,698.0,357.0,5.6,37.7,0.3444,53.5,Hazardous
0.2,-200.0,0.5,44.0,39.0,697.0,437.0,1705.0,702.0,325.0,5.3,38.8,0.3473,39.2,Very Unhealthy
0.3,-200.0,0.7,54.0,41.0,716.0,473.0,1595.0,734.0,343.0,4.7,41.4,0.3576,41.3,Hazardous
0.6,-200.0,2.2,176.0,97.0,791.0,598.0,1186.0,802.0,608.0,4.3,43.9,0.3675,97.6,Hazardous
0.5,-200.0,1.5,89.0,70.0,812.0,541.0,1309.0,774.0,616.0,5.2,45.9,0.4099,70.5,Hazardous
0.5,-200.0,1.7,103.0,74.0,821.0,563.0,1270.0,807.0,678.0,4.7,49.0,0.4209,74.5,Hazardous
1.3,-200.0,3.1,129.0,85.0,874.0,657.0,985.0,867.0,930.0,1.5,61.4,0.4235,86.3,Hazardous
1.1,-200.0,1.6,106.0,77.0,806.0,554.0,1206.0,807.0,783.0,4.0,50.4,0.4154,78.1,Hazardous
1.2,-200.0,2.5,125.0,78.0,874.0,623.0,1096.0,847.0,831.0,2.8,55.2,0.4177,79.2,Hazardous
0.5,-200.0,1.2,61.0,55.0,900.0,522.0,1242.0,1070.0,471.0,10.8,78.7,1.0202,55.5,Hazardous
0.4,-200.0,0.8,49.0,46.0,855.0,479.0,1319.0,1068.0,450.0,10.7,81.5,1.0497,46.4,Hazardous
0.3,-200.0,0.7,54.0,46.0,848.0,464.0,1425.0,1062.0,438.0,10.9,80.3,1.0444,46.3,Hazardous
0.4,-200.0,0.9,78.0,67.0,873.0,485.0,1305.0,1083.0,512.0,10.7,80.7,1.0377,67.4,Hazardous
0.6,-200.0,1.8,136.0,90.0,945.0,569.0,1140.0,1135.0,632.0,10.5,81.8,1.0416,90.6,Hazardous
1.0,-200.0,2.7,123.0,88.0,991.0,632.0,981.0,1114.0,637.0,14.9,57.9,0.9726,89.0,Hazardous
0.8,-200.0,2.2,68.0,57.0,988.0,596.0,1056.0,1118.0,541.0,14.8,63.5,1.0592,57.8,Hazardous
1.1,-200.0,2.7,134.0,92.0,954.0,630.0,988.0,1107.0,664.0,11.6,68.9,0.9411,93.1,Hazardous
0.7,-200.0,1.3,63.0,55.0,877.0,526.0,1171.0,1023.0,496.0,11.7,64.6,0.8888,55.7,Hazardous
0.4,-200.0,0.7,50.0,46.0,826.0,465.0,1322.0,978.0,433.0,11.9,61.1,0.8527,46.4,Hazardous
0.5,-200.0,1.4,93.0,67.0,862.0,535.0,1193.0,1020.0,524.0,12.5,57.3,0.8269,67.5,Hazardous
0.8,-200.0,3.0,161.0,95.0,938.0,653.0,970.0,1100.0,747.0,12.3,60.1,0.8562,95.8,Hazardous
1.4,-200.0,5.0,163.0,97.0,1034.0,763.0,840.0,1192.0,761.0,15.0,57.2,0.9698,98.4,Hazardous
1.4,-200.0,4.5,168.0,97.0,974.0,736.0,888.0,945.0,966.0,3.0,60.7,0.4667,98.4,Hazardous
1.1,-200.0,3.0,169.0,94.0,915.0,653.0,973.0,905.0,901.0,2.6,63.2,0.4721,95.1,Hazardous
1.0,-200.0,3.0,145.0,86.0,939.0,649.0,996.0,897.0,879.0,3.9,59.0,0.4807,87.0,Hazardous
1.2,-200.0,4.7,190.0,97.0,973.0,748.0,878.0,968.0,991.0,4.7,57.2,0.4932,98.2,Hazardous
1.3,-200.0,3.6,167.0,96.0,992.0,685.0,916.0,963.0,1035.0,4.5,63.6,0.5414,97.3,Hazardous
1.3,-200.0,3.3,148.0,87.0,947.0,673.0,929.0,974.0,929.0,3.2,68.3,0.531,88.3,Hazardous
1.1,-200.0,2.7,123.0,75.0,923.0,634.0,984.0,943.0,875.0,3.1,69.2,0.5337,76.1,Hazardous
1.0,-200.0,2.4,148.0,82.0,911.0,613.0,992.0,934.0,861.0,2.4,71.9,0.5288,83.0,Hazardous
1.0,-200.0,2.6,143.0,83.0,924.0,629.0,994.0,941.0,852.0,3.1,68.7,0.5317,84.0,Hazardous
1.2,-200.0,3.4,180.0,88.0,954.0,674.0,940.0,981.0,891.0,2.1,73.1,0.5289,89.2,Hazardous
1.1,-200.0,-200.0,155.0,92.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,93.1,Hazardous
1.3,-200.0,-200.0,159.0,97.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,98.3,Hazardous
0.6,-200.0,-200.0,89.0,72.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,72.6,Hazardous
0.8,-200.0,-200.0,97.0,71.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,71.8,Hazardous
0.9,-200.0,-200.0,182.0,94.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,94.9,Hazardous
0.9,-200.0,3.4,89.0,67.0,1005.0,679.0,875.0,1120.0,745.0,10.7,69.5,0.8919,67.9,Hazardous
0.8,-200.0,1.8,101.0,72.0,939.0,568.0,1037.0,1054.0,656.0,12.4,62.6,0.8994,72.8,Hazardous
0.7,-200.0,2.6,104.0,69.0,961.0,629.0,1011.0,1114.0,682.0,12.3,62.7,0.8947,69.7,Hazardous
1.3,-200.0,4.3,164.0,98.0,1041.0,729.0,819.0,1130.0,972.0,10.0,70.9,0.8706,99.3,Hazardous
1.4,-200.0,3.6,142.0,89.0,1032.0,687.0,867.0,1109.0,878.0,9.8,70.7,0.8571,90.4,Hazardous
1.2,-200.0,3.1,142.0,82.0,1010.0,661.0,881.0,1100.0,853.0,8.0,75.0,0.8098,83.2,Hazardous
1.0,-200.0,2.5,127.0,77.0,944.0,617.0,944.0,1039.0,766.0,7.0,77.3,0.7782,78.0,Hazardous
0.6,-200.0,1.4,73.0,55.0,862.0,540.0,1110.0,999.0,670.0,7.2,74.4,0.7581,55.6,Hazardous
0.7,-200.0,1.8,100.0,63.0,909.0,567.0,1049.0,993.0,694.0,6.7,75.0,0.7418,63.7,Hazardous
1.0,-200.0,3.1,126.0,69.0,965.0,659.0,973.0,1059.0,739.0,6.4,76.3,0.7389,70.0,Hazardous
1.4,-200.0,4.6,187.0,95.0,991.0,744.0,863.0,1069.0,949.0,7.0,73.6,0.7417,96.4,Hazardous
1.2,-200.0,3.4,169.0,88.0,972.0,674.0,926.0,1032.0,882.0,7.9,69.3,0.7413,89.2,Hazardous
1.2,-200.0,3.4,184.0,94.0,973.0,675.0,903.0,1029.0,905.0,7.4,71.7,0.7434,95.2,Hazardous
1.2,-200.0,3.6,205.0,97.0,985.0,691.0,878.0,1056.0,902.0,7.7,71.9,0.7575,98.2,Hazardous
1.3,-200.0,4.5,213.0,93.0,1020.0,736.0,854.0,1069.0,923.0,8.1,68.0,0.7396,94.3,Hazardous
0.6,-200.0,1.8,54.0,44.0,919.0,571.0,1017.0,1082.0,521.0,13.5,63.8,0.9801,44.6,Hazardous
0.6,-200.0,1.6,60.0,46.0,929.0,556.0,1035.0,1094.0,575.0,12.5,67.3,0.9743,46.6,Hazardous
0.5,-200.0,1.6,55.0,46.0,919.0,552.0,1063.0,1080.0,522.0,13.2,64.2,0.9664,46.5,Hazardous
0.6,-200.0,2.0,93.0,61.0,944.0,586.0,977.0,1090.0,586.0,13.1,63.4,0.9535,61.6,Hazardous
0.7,-200.0,1.9,81.0,60.0,943.0,580.0,980.0,1074.0,566.0,13.8,60.5,0.9526,60.7,Hazardous
0.9,-200.0,3.5,109.0,71.0,1036.0,683.0,846.0,1144.0,693.0,13.7,60.4,0.939,71.9,Hazardous
1.2,-200.0,3.9,141.0,96.0,1052.0,704.0,807.0,1210.0,909.0,13.2,69.9,1.0526,97.2,Hazardous
0.6,-200.0,1.3,66.0,60.0,960.0,532.0,1059.0,1122.0,724.0,12.9,70.4,1.0444,60.6,Hazardous
1.1,-200.0,3.9,146.0,91.0,1047.0,708.0,816.0,1167.0,949.0,12.4,69.5,0.9986,92.1,Hazardous
0.7,-200.0,2.9,96.0,70.0,992.0,644.0,899.0,1128.0,854.0,11.8,70.6,0.9731,70.7,Hazardous
0.7,-200.0,2.6,106.0,78.0,977.0,629.0,908.0,1129.0,835.0,12.3,68.0,0.9734,78.7,Hazardous
